No,Car_name,Engine,Seats,kms_driven,Fuel_type,Transmission,Ownership,Manufacture,Car_prices
2507,Hyundai Accent VIVA CRDi,1461 cc,5 Seats,"83,000 kms",Diesel,Manual,2nd Owner,2005,"95,000"
2508,Hyundai i20 Asta 1.2,1497 cc,5 Seats,"80,000 kms",Petrol,Manual,1st Owner,2013,3 Lakh
2509,Maruti Alto 800 LXI,1497 cc,5 Seats,"20,000 kms",Petrol,Manual,3rd Owner,2014,1.90 Lakh
2510,Maruti Omni MPI STD BSIV,1199 cc,5 Seats,"35,000 kms",Petrol,Manual,1st Owner,2013,1.20 Lakh
2511,Renault Duster 110PS Diesel RxL,1197 cc,5 Seats,"60,000 kms",Diesel,Manual,1st Owner,2015,4.65 Lakh
2512,Honda City i VTEC VX,1498 cc,5 Seats,"67,000 kms",Petrol,Manual,1st Owner,2015,5.75 Lakh
2513,Honda City V MT,1399 cc,5 Seats,"65,000 kms",Petrol,Manual,1st Owner,2013,3.50 Lakh
2514,Honda Jazz V,1197 cc,5 Seats,"26,000 kms",Petrol,Manual,1st Owner,2018,5.25 Lakh
2515,Hyundai Xcent 1.2 Kappa S,1248 cc,5 Seats,"65,000 kms",Petrol,Manual,1st Owner,2015,3.50 Lakh
2516,Maruti Ciaz Delta 1.5,814 cc,5 Seats,"35,000 kms",Diesel,Manual,1st Owner,2019,7 Lakh
2517,Ford Figo Diesel EXI,1373 cc,5 Seats,"85,000 kms",Diesel,Manual,4th Owner,2011,1.60 Lakh
2518,Hyundai Grand i10 Sportz,1798 cc,5 Seats,"60,000 kms",Petrol,Manual,2nd Owner,2013,2.85 Lakh
2519,Tata Manza Aqua Quadrajet BS IV,2523 cc,7 Seats,"80,000 kms",Diesel,Manual,2nd Owner,2011,1.75 Lakh
2520,Hyundai EON Sportz,1956 cc,7 Seats,"60,000 kms",Petrol,Manual,1st Owner,2015,1.95 Lakh
2521,Maruti Ciaz AT ZXi,1498 cc,5 Seats,"4,30,000 kms",Petrol,Automatic,1st Owner,2015,5.50 Lakh
2522,Toyota Corolla Altis GL,2179 cc,7 Seats,"50,000 kms",Petrol,Manual,1st Owner,2011,2.95 Lakh
2523,Mahindra Bolero SLX,2354 cc,5 Seats,"1,20,000 kms",Diesel,Manual,1st Owner,2014,4.25 Lakh
2524,Tata New Safari XT,1197 cc,5 Seats,"18,000 kms",Diesel,Manual,1st Owner,2021,16.99 Lakh
2525,Ford Ecosport 1.5 DV5 MT Titanium Optional,1364 cc,5 Seats,"42,130 kms",Diesel,Manual,1st Owner,2014,4.49 Lakh
2526,Mahindra XUV500 W10 2WD,1086 cc,5 Seats,"64,000 kms",Diesel,Manual,1st Owner,2017,11 Lakh
2527,Honda Accord 2.4 MT,1497 cc,8 Seats,"63,000 kms",Petrol,Manual,1st Owner,2009,3.25 Lakh
2528,Hyundai i20 Active 1.2 S,1197 cc,5 Seats,"47,000 kms",Petrol,Manual,1st Owner,2015,4.35 Lakh
2529,Toyota Etios 2014-2016 GD,1582 cc,5 Seats,"67,000 kms",Diesel,Manual,1st Owner,2016,5.25 Lakh
2530,Hyundai Santro Xing GL,1591 cc,5 Seats,"40,000 kms",Petrol,Manual,1st Owner,2008,1.50 Lakh
2531,Mahindra Marazzo M8 8Str,1061 cc,5 Seats,"99,000 kms",Diesel,Manual,1st Owner,2019,8 Lakh
2532,Hyundai i20 Magna,1086 cc,5 Seats,"7,500 kms",Petrol,Manual,1st Owner,2021,6.85 Lakh
2533,Hyundai Verna 1.6 SX,1086 cc,5 Seats,"50,000 kms",Diesel,Manual,1st Owner,2012,2.95 Lakh
2534,Hyundai Verna 1.6 VTVT S,1956 cc,5 Seats,"41,000 kms",Petrol,Manual,1st Owner,2017,6.25 Lakh
2535,Maruti Estilo LXI,1591 cc,5 Seats,"50,000 kms",Petrol,Manual,1st Owner,2009,1.25 Lakh
2536,Hyundai Santro Xing GL Plus,1198 cc,5 Seats,"15,000 kms",Petrol,Manual,1st Owner,2012,1.75 Lakh
2537,Hyundai Santro Xing GL,1199 cc,5 Seats,"40,000 kms",Petrol,Manual,3rd Owner,2008,"85,000"
2538,Tata Harrier XZ BSIV,1598 cc,5 Seats,"20,000 kms",Diesel,Manual,2nd Owner,2019,13 Lakh
2539,Hyundai Verna 1.6 VTVT S,1373 cc,5 Seats,"29,000 kms",Petrol,Manual,1st Owner,2016,5 Lakh
2540,Honda Brio S MT,1497 cc,5 Seats,"13,000 kms",Petrol,Manual,1st Owner,2013,2.85 Lakh
2541,Honda Amaze S Petrol BSIV,1497 cc,7 Seats,"27,000 kms",Petrol,Manual,1st Owner,2019,5.35 Lakh
2542,Volkswagen Vento Petrol Comfortline,1248 cc,5 Seats,"50,000 kms",Petrol,Manual,1st Owner,2013,3.25 Lakh
2543,Maruti Ciaz 1.4 Sigma,1582 cc,5 Seats,"48,000 kms",Petrol,Manual,1st Owner,2017,5 Lakh
2544,Honda City i VTEC VX,1798 cc,7 Seats,"39,000 kms",Petrol,Manual,1st Owner,2017,7.75 Lakh
2545,Honda City i VTEC CVT VX,1248 cc,5 Seats,"41,000 kms",Petrol,Automatic,1st Owner,2017,8 Lakh
2546,Maruti Ertiga VDI Limited Edition,814 cc,5 Seats,"74,988 kms",Diesel,Manual,1st Owner,2012,4.65 Lakh
2547,Hyundai Verna CRDi 1.6 EX,1197 cc,7 Seats,"24,494 kms",Diesel,Manual,1st Owner,2018,7.23 Lakh
2548,Toyota Corolla Altis JS MT,1498 cc,5 Seats,"26,000 kms",Petrol,Manual,1st Owner,2017,8 Lakh
2549,Maruti Ertiga VDI,1198 cc,5 Seats,"80,000 kms",Diesel,Manual,1st Owner,2014,4.65 Lakh
2550,Hyundai EON D Lite Plus,998 cc,7 Seats,"60,000 kms",Petrol,Manual,2nd Owner,2012,1.30 Lakh
2551,Maruti Swift VXI,999 cc,5 Seats,"60,000 kms",Petrol,Manual,2nd Owner,2013,3 Lakh
2552,Maruti Ertiga 1.5 ZDI,1497 cc,5 Seats,"44,304 kms",Diesel,Manual,1st Owner,2015,6.45 Lakh
2553,Honda Amaze SX i-VTEC,814 cc,5 Seats,"32,000 kms",Petrol,Manual,1st Owner,2014,3.65 Lakh
2554,Maruti S-Presso VXI 2019-2022,1197 cc,5 Seats,"24,531 kms",Petrol,Manual,1st Owner,2020,4.30 Lakh
2555,Renault Triber RXT,814 cc,5 Seats,"35,000 kms",Petrol,Manual,1st Owner,2020,5.80 Lakh
2556,Honda City i VTEC CVT VX,1193 cc,5 Seats,"73,000 kms",Petrol,Automatic,1st Owner,2015,5.25 Lakh
2557,Hyundai EON Sportz,1197 cc,5 Seats,"31,000 kms",Petrol,Manual,1st Owner,2015,2.55 Lakh
2558,Maruti Swift VXi BSIV,1248 cc,6 Seats,"43,000 kms",Petrol,Manual,1st Owner,2011,2.47 Lakh
2559,Hyundai EON Magna Plus,1198 cc,5 Seats,"5,000 kms",Petrol,Manual,1st Owner,2018,3.57 Lakh
2560,Tata Indigo eGLS BS IV,1497 cc,5 Seats,"25,000 kms",Petrol,Manual,1st Owner,2010,1.25 Lakh
2561,Hyundai Grand i10 Magna,1197 cc,5 Seats,"90,000 kms",Petrol,Manual,1st Owner,2017,4 Lakh
2562,Maruti Ciaz ZDi Plus SHVS,1197 cc,5 Seats,"56,150 kms",Diesel,Manual,1st Owner,2016,5.65 Lakh
2563,Mahindra KUV 100 NXT D75 K8 Dual Tone,1198 cc,8 Seats,"20,000 kms",Diesel,Manual,2nd Owner,2017,3.60 Lakh
2564,Honda City i VTEC VX,2494 cc,5 Seats,"60,000 kms",Petrol,Manual,2nd Owner,2015,4.90 Lakh
2565,Hyundai Xcent Prime T Plus CNG BSIV,1199 cc,5 Seats,"70,000 kms",Cng,Manual,1st Owner,2017,4 Lakh
2566,Maruti Baleno 1.2 Delta,796 cc,5 Seats,"25,000 kms",Petrol,Manual,1st Owner,2019,4.50 Lakh
2567,Datsun GO T BSIV,1497 cc,5 Seats,"25,000 kms",Petrol,Manual,1st Owner,2014,1.60 Lakh
2568,Toyota Innova 2.5 V Diesel 8-seater,1248 cc,7 Seats,"18,000 kms",Diesel,Manual,1st Owner,2009,8.50 Lakh
2569,Tata Punch Adventure,2179 cc,5 Seats,"12,000 kms",Petrol,Manual,1st Owner,2021,6.50 Lakh
2570,Maruti Alto 800 VXI,1498 cc,5 Seats,"15,000 kms",Petrol,Manual,2nd Owner,2017,2.31 Lakh
2571,Honda City S,1997 cc,5 Seats,"55,000 kms",Petrol,Manual,1st Owner,2013,3.50 Lakh
2572,Maruti Swift Dzire LDI,1198 cc,5 Seats,"70,000 kms",Diesel,Manual,2nd Owner,2013,2.30 Lakh
2573,Mahindra Scorpio VLX 2WD 7S BSIV,1197 cc,5 Seats,"3,00,000 kms",Diesel,Manual,2nd Owner,2011,3.50 Lakh
2574,Honda City i DTEC V,1498 cc,5 Seats,"52,314 kms",Diesel,Manual,1st Owner,2014,4 Lakh
2575,Land Rover Range Rover Velar R-Dynamic S Petrol,998 cc,5 Seats,"19,000 kms",Petrol,Automatic,1st Owner,2020,71.50 Lakh
2576,Nissan Micra XV CVT,1197 cc,5 Seats,"16,937 kms",Petrol,Automatic,1st Owner,2017,3.25 Lakh
2577,Maruti Baleno 1.2 CVT Delta,1399 cc,5 Seats,"25,000 kms",Petrol,Automatic,1st Owner,2019,4.50 Lakh
2578,Volkswagen Ameo 1.5 TDI Highline AT 16 Alloy,1086 cc,5 Seats,"40,000 kms",Diesel,Automatic,2nd Owner,2017,4.70 Lakh
2579,Maruti Wagon R Stingray VXI Optional,1197 cc,7 Seats,"70,000 kms",Petrol,Manual,1st Owner,2015,2.80 Lakh
2580,Hyundai Xcent 1.2 Kappa S Option,1493 cc,5 Seats,"46,000 kms",Petrol,Manual,1st Owner,2015,3.20 Lakh
2581,Ford Figo Diesel Titanium,1461 cc,5 Seats,"70,000 kms",Diesel,Manual,1st Owner,2011,1.25 Lakh
2582,Hyundai i10 Era,998 cc,7 Seats,"40,000 kms",Petrol,Manual,3rd Owner,2009,1.30 Lakh
2583,Hyundai i20 Sportz Plus BSIV,2982 cc,7 Seats,"17,500 kms",Petrol,Manual,2nd Owner,2019,5.80 Lakh
2584,Mahindra Bolero Power Plus SLX,2982 cc,5 Seats,"70,000 kms",Diesel,Manual,2nd Owner,2017,4.80 Lakh
2585,Renault Scala Diesel RxZ,1248 cc,5 Seats,"67,000 kms",Diesel,Manual,4th Owner,2013,3 Lakh
2586,Maruti Wagon R VXI BS IV,995 cc,5 Seats,"20,000 kms",Petrol,Manual,2nd Owner,2016,3.50 Lakh
2587,Toyota Fortuner 4x2 AT,998 cc,5 Seats,"1,20,000 kms",Diesel,Automatic,3rd Owner,2015,14 Lakh
2588,Toyota Fortuner 4x2 AT,998 cc,5 Seats,"1,20,000 kms",Diesel,Automatic,4th Owner,2015,13 Lakh
2589,Tata Zest Quadrajet 1.3 75PS XE,1248 cc,7 Seats,"1,00,000 kms",Diesel,Manual,1st Owner,2018,2.50 Lakh
2590,Chevrolet Spark 1.0 LS,1498 cc,5 Seats,"30,000 kms",Petrol,Manual,2nd Owner,2010,"80,000"
2591,Hyundai EON 1.0 Magna Plus Option O,796 cc,6 Seats,"15,000 kms",Petrol,Manual,1st Owner,2017,3 Lakh
2592,Maruti Wagon R VXI BS IV,1956 cc,5 Seats,"30,000 kms",Petrol,Manual,2nd Owner,2012,1.90 Lakh
2593,Maruti Vitara Brezza VDi,1193 cc,5 Seats,"40,000 kms",Diesel,Manual,1st Owner,2019,7 Lakh
2594,Mahindra Bolero B6 Opt,1199 cc,5 Seats,"50,000 kms",Diesel,Manual,1st Owner,2020,8.50 Lakh
2595,Maruti Alto LX,1193 cc,5 Seats,"70,000 kms",Petrol,Manual,2nd Owner,2002,"80,000"
2596,Tata New Safari XZ Plus Gold 6 Str,1591 cc,5 Seats,"5,000 kms",Diesel,Manual,1st Owner,2022,22 Lakh
2597,Tata Zest Revotron 1.2 XT,1582 cc,5 Seats,"15,000 kms",Petrol,Manual,1st Owner,2015,4.50 Lakh
2598,Honda WR-V i-VTEC VX,1197 cc,5 Seats,"60,000 kms",Petrol,Manual,1st Owner,2019,8.50 Lakh
2599,Tata Bolt Revotron XT,1461 cc,5 Seats,"50,000 kms",Petrol,Manual,1st Owner,2015,3 Lakh
2600,Hyundai Verna 1.6 SX VTVT,814 cc,5 Seats,"46,000 kms",Petrol,Manual,1st Owner,2014,4.61 Lakh
2601,Hyundai Verna 1.6 CRDi EX MT,1396 cc,5 Seats,"55,000 kms",Diesel,Manual,1st Owner,2014,4.31 Lakh
2602,Hyundai Xcent 1.2 Kappa SX,1198 cc,5 Seats,"50,000 kms",Petrol,Manual,2nd Owner,2014,3.50 Lakh
2603,Renault Scala Diesel RxZ,1197 cc,7 Seats,"6,400 kms",Diesel,Manual,2nd Owner,2013,2.50 Lakh
2604,Hyundai EON D Lite Plus,1997 cc,5 Seats,"40,000 kms",Petrol,Manual,2nd Owner,2015,1.60 Lakh
2605,Tata Indigo CR4,998 cc,5 Seats,"20,000 kms",Diesel,Manual,2nd Owner,2011,1.65 Lakh
2606,Honda Amaze VX i-VTEC,1197 cc,5 Seats,"60,000 kms",Petrol,Manual,1st Owner,2017,3.80 Lakh
2607,Maruti Wagon R ZXI AMT 1.2,1582 cc,5 Seats,"40,000 kms",Petrol,Automatic,1st Owner,2020,5.25 Lakh
2608,Mahindra Scorpio 1.99 S10,1461 cc,5 Seats,"1,30,000 kms",Diesel,Manual,1st Owner,2015,7.50 Lakh
2609,Maruti Wagon R VXI Plus,1498 cc,5 Seats,"30,000 kms",Petrol,Manual,2nd Owner,2017,3.15 Lakh
2610,Hyundai Venue S,1497 cc,5 Seats,"15,000 kms",Petrol,Manual,1st Owner,2021,7.41 Lakh
2611,Hyundai Verna CRDi 1.6 SX,1197 cc,5 Seats,"40,000 kms",Diesel,Manual,1st Owner,2019,8.60 Lakh
2612,Renault Duster 85PS Diesel RxS,1197 cc,5 Seats,"50,000 kms",Diesel,Manual,1st Owner,2017,6.75 Lakh
2613,Honda Amaze EX i-Dtech,1396 cc,5 Seats,"1,20,000 kms",Diesel,Manual,2nd Owner,2013,2.65 Lakh
2614,Kia Seltos HTX G,1199 cc,7 Seats,"10,000 kms",Petrol,Manual,1st Owner,2020,12 Lakh
2615,Hyundai i10 Magna,999 cc,5 Seats,"75,000 kms",Petrol,Manual,3rd Owner,2009,1.35 Lakh
2616,Hyundai i10 Magna 1.2 iTech SE,1199 cc,5 Seats,"50,000 kms",Petrol,Manual,4th Owner,2008,"95,000"
2617,Tata Indigo LS TDI BSIII,1461 cc,5 Seats,"1,20,000 kms",Diesel,Manual,3rd Owner,2010,1.10 Lakh
2618,Tata Tiago 1.2 Revotron XB,1197 cc,7 Seats,"50,000 kms",Petrol,Manual,1st Owner,2018,3.10 Lakh
2619,Renault Triber RXE,2494 cc,5 Seats,"5,000 kms",Petrol,Manual,1st Owner,2020,5.50 Lakh
2620,Volkswagen Polo Diesel Comfortline 1.2L,1396 cc,5 Seats,"80,000 kms",Diesel,Manual,4th Owner,2010,1.80 Lakh
2621,Renault Duster 85PS Diesel RxL,1197 cc,7 Seats,"40,000 kms",Diesel,Manual,2nd Owner,2015,4.05 Lakh
2622,Maruti Swift Dzire VXI,2179 cc,5 Seats,"30,000 kms",Petrol,Manual,1st Owner,2020,6.10 Lakh
2623,Toyota Innova 2.5 EV Diesel MS 7 Str BSIII,796 cc,5 Seats,"1,20,000 kms",Diesel,Manual,3rd Owner,2005,1.80 Lakh
2624,Tata Indigo LS (TDI) BS III,1197 cc,5 Seats,"40,000 kms",Diesel,Manual,1st Owner,2008,"89,000"
2625,Hyundai i10 Magna 1.2 iTech SE,1248 cc,5 Seats,"70,000 kms",Petrol,Manual,2nd Owner,2008,1.20 Lakh
2626,Mahindra XUV500 W6 2WD,1197 cc,5 Seats,"1,20,000 kms",Diesel,Manual,1st Owner,2014,7.38 Lakh
2627,Maruti Alto 800 VXI,1197 cc,5 Seats,"5,000 kms",Petrol,Manual,1st Owner,2022,4.28 Lakh
2628,Maruti Baleno Delta,998 cc,5 Seats,"35,000 kms",Petrol,Manual,1st Owner,2019,5.25 Lakh
2629,Maruti Vitara Brezza VDi Option,1248 cc,5 Seats,"40,000 kms",Diesel,Manual,1st Owner,2017,6 Lakh
2630,Hyundai i20 Asta Option 1.2,1498 cc,5 Seats,"20,000 kms",Petrol,Manual,1st Owner,2017,5.20 Lakh
2631,Maruti Baleno 1.2 Sigma,814 cc,5 Seats,"80,000 kms",Petrol,Manual,1st Owner,2017,4.20 Lakh
2632,Maruti Wagon R LXI BS IV,796 cc,5 Seats,"15,000 kms",Petrol,Manual,1st Owner,2013,3.70 Lakh
2633,Maruti Vitara Brezza VDi,1197 cc,5 Seats,"70,000 kms",Diesel,Manual,2nd Owner,2017,5.45 Lakh
2634,Honda Amaze S i-DTEC,1399 cc,5 Seats,"1,20,000 kms",Diesel,Manual,1st Owner,2016,4 Lakh
2635,Hyundai EON D Lite Plus,1498 cc,5 Seats,"25,000 kms",Petrol,Manual,2nd Owner,2018,2.30 Lakh
2636,Maruti Alto 800 LXI,1248 cc,5 Seats,"25,000 kms",Petrol,Manual,1st Owner,2015,2.50 Lakh
2637,Hyundai i20 1.2 Sportz Option,1197 cc,5 Seats,"60,000 kms",Petrol,Manual,2nd Owner,2011,2.30 Lakh
2638,Chevrolet Aveo 1.4 LS BSIV,998 cc,5 Seats,"80,000 kms",Petrol,Manual,1st Owner,2007,1.65 Lakh
2639,Ford Ecosport 1.5 DV5 MT Titanium,993 cc,5 Seats,"80,000 kms",Diesel,Manual,3rd Owner,2013,3 Lakh
2640,Maruti Swift Dzire VDi,1197 cc,5 Seats,"90,000 kms",Diesel,Manual,2nd Owner,2012,2.70 Lakh
2641,Hyundai Xcent 1.2 Kappa S,796 cc,5 Seats,"37,000 kms",Petrol,Manual,1st Owner,2016,3.30 Lakh
2642,Maruti Alto K10 LXI,1498 cc,5 Seats,"50,000 kms",Petrol,Manual,1st Owner,2015,3 Lakh
2643,Maruti Zen LXi - BS III,1186 cc,5 Seats,"50,000 kms",Petrol,Manual,1st Owner,2004,"75,000"
2644,Maruti Baleno 1.2 Delta,796 cc,5 Seats,"19,493 kms",Petrol,Manual,1st Owner,2017,5.49 Lakh
2645,Maruti Alto LXi BSIII,993 cc,5 Seats,"35,000 kms",Petrol,Manual,2nd Owner,2007,1.05 Lakh
2646,Honda Amaze S i-Dtech,1396 cc,5 Seats,"60,000 kms",Diesel,Manual,2nd Owner,2014,2.80 Lakh
2647,Hyundai Xcent 1.2 CRDi SX,1498 cc,5 Seats,"50,000 kms",Diesel,Manual,1st Owner,2018,4.50 Lakh
2648,Maruti Alto LXi BSIII,1197 cc,5 Seats,"80,000 kms",Petrol,Manual,2nd Owner,2005,"75,000"
2649,Maruti Zen LX BSII,1197 cc,5 Seats,"78,527 kms",Petrol,Manual,1st Owner,2004,"90,000"
2650,Hyundai Creta 1.4 CRDi S,1798 cc,5 Seats,"94,000 kms",Diesel,Manual,1st Owner,2016,7 Lakh
2651,Honda City VX MT Diesel,999 cc,5 Seats,"5,000 kms",Diesel,Manual,1st Owner,2022,9 Lakh
2652,Hyundai Grand i10 Sportz,1197 cc,5 Seats,"40,000 kms",Petrol,Manual,1st Owner,2016,3 Lakh
2653,Hyundai i20 1.2 Magna,998 cc,5 Seats,"53,128 kms",Petrol,Manual,1st Owner,2011,2.25 Lakh
2654,Skoda Superb Elegance 1.8 TSI,796 cc,5 Seats,"39,959 kms",Petrol,Manual,2nd Owner,2011,3.77 Lakh
2655,Renault KWID Climber 1.0 AMT,1586 cc,5 Seats,"4,768 kms",Petrol,Automatic,2nd Owner,2018,3.55 Lakh
2656,Hyundai i20 1.2 Sportz,796 cc,5 Seats,"54,004 kms",Petrol,Manual,3rd Owner,2011,2.16 Lakh
2657,Maruti Wagon R VXI BS IV,1496 cc,5 Seats,"16,570 kms",Petrol,Manual,1st Owner,2017,3.54 Lakh
2658,Maruti Alto 800 VXI Optional,1497 cc,5 Seats,"7,869 kms",Petrol,Manual,3rd Owner,2019,3.22 Lakh
2659,Maruti SX4 Vxi BSIV,796 cc,5 Seats,"67,640 kms",Petrol,Manual,1st Owner,2012,2.10 Lakh
2660,Maruti Alto LXi,1197 cc,5 Seats,"8,934 kms",Petrol,Manual,1st Owner,2010,1.29 Lakh
2661,Toyota Etios 2014-2016 V,1497 cc,5 Seats,"20,241 kms",Petrol,Manual,1st Owner,2015,4.17 Lakh
2662,Honda City 1.5 S MT,1086 cc,5 Seats,"67,343 kms",Petrol,Manual,1st Owner,2009,2.32 Lakh
2663,Maruti Alto 800 LXI,796 cc,5 Seats,"10,065 kms",Petrol,Manual,1st Owner,2012,1.63 Lakh
2664,Maruti Baleno Zeta,1197 cc,5 Seats,"57,628 kms",Petrol,Manual,1st Owner,2020,6.12 Lakh
2665,Honda City i VTEC VX,796 cc,5 Seats,"72,375 kms",Petrol,Manual,1st Owner,2015,5.55 Lakh
2666,Hyundai i10 Era,796 cc,5 Seats,"19,328 kms",Petrol,Manual,1st Owner,2008,1.40 Lakh
2667,Maruti Alto LXi BSIII,1197 cc,5 Seats,"24,941 kms",Petrol,Manual,1st Owner,2009,1.08 Lakh
2668,Hyundai i10 Sportz,1197 cc,5 Seats,"56,441 kms",Petrol,Manual,1st Owner,2011,2.07 Lakh
2669,Maruti Alto 800 LXI,1197 cc,7 Seats,"89,865 kms",Petrol,Manual,1st Owner,2013,1.56 Lakh
2670,Maruti Alto 800 LXI,1493 cc,5 Seats,"25,919 kms",Petrol,Manual,1st Owner,2017,2.51 Lakh
2671,Maruti Swift Dzire 1.2 Vxi BSIV,1086 cc,5 Seats,"17,363 kms",Petrol,Manual,1st Owner,2010,2.30 Lakh
2672,Maruti Swift Dzire 1.2 Vxi BSIV,1086 cc,5 Seats,"60,726 kms",Petrol,Manual,2nd Owner,2012,2.75 Lakh
2673,Maruti Swift RS VXI,1497 cc,5 Seats,"54,842 kms",Petrol,Manual,2nd Owner,2013,2.99 Lakh
2674,Mahindra TUV 300 mHAWK100 T8,796 cc,5 Seats,"31,916 kms",Diesel,Manual,1st Owner,2018,6.43 Lakh
2675,Hyundai i10 Magna 1.1L,1248 cc,5 Seats,"35,457 kms",Petrol,Manual,1st Owner,2013,2.50 Lakh
2676,Hyundai i10 Sportz 1.1L,1497 cc,5 Seats,"34,640 kms",Petrol,Manual,1st Owner,2013,2.52 Lakh
2677,Honda City 1.5 V MT,1086 cc,5 Seats,"39,398 kms",Petrol,Manual,3rd Owner,2010,2.54 Lakh
2678,Maruti Alto LXi BSIII,1591 cc,5 Seats,"42,919 kms",Petrol,Manual,1st Owner,2010,1.14 Lakh
2679,Maruti Swift Dzire VDI,1498 cc,5 Seats,"38,359 kms",Diesel,Manual,1st Owner,2012,3.28 Lakh
2680,Honda City S,1248 cc,5 Seats,"1,01,875 kms",Petrol,Manual,1st Owner,2011,2.90 Lakh
2681,Hyundai i10 Magna Optional 1.1L,1248 cc,5 Seats,"21,976 kms",Petrol,Manual,1st Owner,2008,1.61 Lakh
2682,Hyundai Creta 1.6 VTVT E Plus,998 cc,7 Seats,"65,531 kms",Petrol,Manual,1st Owner,2018,7.13 Lakh
2683,Renault Duster Petrol RXS,1373 cc,5 Seats,"5,044 kms",Petrol,Manual,1st Owner,2019,7.06 Lakh
2684,Maruti Swift Dzire LDI,2487 cc,8 Seats,"66,906 kms",Diesel,Manual,1st Owner,2020,5.70 Lakh
2685,Fiat Avventura MULTIJET Emotion,1497 cc,5 Seats,"47,547 kms",Diesel,Manual,2nd Owner,2014,3.35 Lakh
2686,Maruti Zen Estilo LXI BS IV,1196 cc,7 Seats,"25,347 kms",Petrol,Manual,1st Owner,2010,1.54 Lakh
2687,Maruti Ertiga BSIV VXI,2498 cc,5 Seats,"49,712 kms",Petrol,Manual,1st Owner,2017,6.21 Lakh
2688,Toyota Camry Hybrid 2.5,1196 cc,5 Seats,"4,781 kms",Petrol,Automatic,1st Owner,2019,33.90 Lakh
2689,Mahindra Marazzo M2 8Str BSIV,1197 cc,5 Seats,"21,716 kms",Diesel,Manual,1st Owner,2019,8.58 Lakh
2690,Maruti Eeco 5 Seater AC BSIV,1461 cc,5 Seats,"55,160 kms",Petrol,Manual,1st Owner,2012,1.98 Lakh
2691,Mahindra Xylo E4,998 cc,5 Seats,"50,788 kms",Diesel,Manual,3rd Owner,2010,2.31 Lakh
2692,Maruti Eeco 5 Seater AC BSIV,1197 cc,5 Seats,"58,475 kms",Petrol,Manual,1st Owner,2010,1.55 Lakh
2693,Hyundai Xcent 1.2 Kappa S,1199 cc,6 Seats,"94,321 kms",Petrol,Manual,1st Owner,2014,2.98 Lakh
2694,Renault Pulse RxL,1198 cc,5 Seats,"23,907 kms",Diesel,Manual,2nd Owner,2013,2.10 Lakh
2695,Hyundai Venue SX Opt Turbo BSIV,1086 cc,7 Seats,"42,060 kms",Petrol,Manual,1st Owner,2019,8.46 Lakh
2696,Hyundai i20 1.2 Asta,1497 cc,5 Seats,"25,258 kms",Petrol,Manual,1st Owner,2017,5.53 Lakh
2697,Tata Tiago 1.2 Revotron XT,1497 cc,5 Seats,"31,043 kms",Petrol,Manual,1st Owner,2017,3.51 Lakh
2698,Mahindra KUV 100 NXT G80 K2,1197 cc,5 Seats,"39,057 kms",Petrol,Manual,1st Owner,2018,3.41 Lakh
2699,Hyundai Santro Xing (Non-AC),1298 cc,7 Seats,"20,484 kms",Petrol,Manual,1st Owner,2011,1.13 Lakh
2700,Honda Mobilio V i-VTEC,2179 cc,5 Seats,"55,517 kms",Petrol,Manual,1st Owner,2014,4.26 Lakh
2701,Honda City S,1061 cc,7 Seats,"53,234 kms",Petrol,Manual,2nd Owner,2013,3.56 Lakh
2702,Maruti Ritz LXI,2982 cc,5 Seats,"51,007 kms",Petrol,Manual,1st Owner,2009,1.56 Lakh
2703,Maruti Swift 1.3 ZXI,1591 cc,5 Seats,"53,755 kms",Petrol,Manual,1st Owner,2008,1.46 Lakh
2704,Tata Hexa XMA,1197 cc,5 Seats,"62,144 kms",Diesel,Automatic,1st Owner,2018,10.37 Lakh
2705,Maruti Wagon R LXI Minor,1582 cc,5 Seats,"45,130 kms",Petrol,Manual,1st Owner,2009,1.23 Lakh
2706,Toyota Fortuner 4x4 MT,1197 cc,5 Seats,"1,55,124 kms",Diesel,Manual,2nd Owner,2015,13.47 Lakh
2707,Hyundai Creta 1.6 SX Automatic,2143 cc,5 Seats,"30,730 kms",Petrol,Automatic,2nd Owner,2018,9.96 Lakh
2708,Maruti Swift Dzire VXI,998 cc,7 Seats,"1,07,488 kms",Petrol,Manual,1st Owner,2014,3.18 Lakh
2709,Hyundai Verna 1.6 SX,1248 cc,5 Seats,"86,336 kms",Diesel,Manual,2nd Owner,2014,4.18 Lakh
2710,Hyundai i20 Active 1.2 SX,1368 cc,5 Seats,"31,253 kms",Petrol,Manual,1st Owner,2017,5.51 Lakh
2711,Mercedes-Benz C-Class C 220 CDI Avantgarde,1451 cc,7 Seats,"33,235 kms",Diesel,Automatic,2nd Owner,2015,15.89 Lakh
2712,Maruti S-Presso VXI AT 2019-2022,999 cc,5 Seats,"2,258 kms",Petrol,Automatic,1st Owner,2021,4.88 Lakh
2713,Maruti Ertiga VDI,1368 cc,5 Seats,"1,00,169 kms",Diesel,Manual,2nd Owner,2015,4.96 Lakh
2714,Jeep Compass 1.4 Limited Plus BSIV,799 cc,5 Seats,"34,000 kms",Petrol,Automatic,1st Owner,2018,12.80 Lakh
2715,MG Hector Sharp CVT,1461 cc,5 Seats,"7,000 kms",Petrol,Automatic,1st Owner,2021,17.56 Lakh
